,text,label
73,此次展览中即有曾到中国教学的马克西莫夫的作品，其描绘中国风貌的作品是中俄艺术交流最直接的见证。 展览中不乏俄罗斯艺术家们的经典名作，如马克西莫夫的《列宁的葬礼》，表现的是列宁 逝世 后众人送葬的场景。 该作品尺幅巨大，继承了俄罗斯巡回画派以来历史题材绘画的宏大气质和精湛技巧，在现了这一特殊场景。,1
74,力压女一的节奏啊！ OMG，这是 发福 了吗？ 看起来给人就是这种感觉哦！,1
75,关注动物搞笑逗逼就来动物搞笑gif动图吧！ （微信id：dwydb168） - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 大型贵宾犬，有着玩具般外貌的它十分可爱不过打理起来也是相当要有耐心的（邻家女孩视感） 由于它那柔软的毛发，和俊俏的外貌主人喜欢把它们打造成各种各样的造型漂漂亮亮的出门 它们的个头也是比其他小型的狗狗大很多甚至跟小主人放在一起看个头都要一样高了 书包放在它旁边根本不值得一提啊 主人抱起来它也是相当吃力的 这明显是标准的 家庭主妇 站立起来简直就像一个人（大晚上我一定会被吓到的） 别看它个头那么大其实它也是个粘人的乖宝宝而且它还非常的聪明会按照主人的指令做很多事看到这里大家一定会想到（这么大的泰迪，那么……如果……）其实不要把泰迪想成那么污很多狗狗同样会有这样的表现的这是属于正常的现象！,1
76,跟实体店不同，一些互联网装修公司都没有自己固定的装修队伍，而是采取网上招聘制，为了压低报价，对施工人员要求并不是太高，有些装修人员没有什么经验。 其结果是装修质量整体不高，尤其是水电线路、 洗手间 地面处理存在一些缺憾。 如果全包，对装修的耗材也不要当甩手掌柜，全听互联网装修公司的安排，而要亲自察看。,1
77,关注微信号，加我为好友，获取更多精彩文章.方法:添加朋友→搜号→2500070125→关注!女儿第一次来 生理期 要怎么办？ 告诉她与大姨妈和谐相处吧。,1
78,专案组已经将其列为网上逃犯，编号为T6101260109992015030001，身份证号码为610121199002050119。 专案组称：该男子身高约175CM，体态偏瘦，留长毛寸发型，两边头发较短，长脸，逃跑时上身着深蓝色大衣，内穿蓝色方格子翻领T恤， 下身 穿黑色西裤，脚穿白鞋，背一黑色皮质挎包，西安市口音，喜好上网，在歌厅大众舞厅有工作经验，无业。 目前，警方正在进行查缉工作，并对积极提供线索的知情者，给予6万元奖励。,0
79,仪式结束后，遗体将被移至万礼火化场火化，并举行私人葬礼。 李光耀辞世消息传出后，多个国家和国际组织领导人表达对李光耀 逝世 的哀悼。 联合国秘书长潘基文说，李光耀是亚洲的传奇人物，因其强有力的领导和政治广受尊敬。,1
80,昨晚的龙城街道愉园社区人人乐购物广场上，一直洋溢着温馨的气息。 在广东省第23届 环卫工人 节当天，愉园社区特意举办“向城市的美容师致敬”慈善公益文艺晚会，表达对广大环卫工人的崇高敬意，更为龙城辖区的环卫工人们送去关爱和祝福。 当晚5时许，不少身着工作服的环卫工人陆续来到活动现场，乐呵呵地等待着属于他们的晚会开幕。,1
81,在家练习被赶出家门，在办公室练习被 辞退 ，在广场练习被大妈报警抓。,1
82,43天，“联合国军”对志愿军倾泻炮弹190余万发，每秒6发！ 抗美援朝战争，183108名志愿军官兵，英勇 牺牲 。 黄继光只身堵抢眼，孙占元拉响手榴弹与敌同归于尽…今天，为烈士发条微博，珍惜来之不易的和平！,1
83,艺人林依晨2014年底和老公林于超订婚，婚后兼顾事业与家庭生活，希望多过2年 夫妻生活 ，生孩子可以再等等。 她10日出席活动担任剪彩嘉宾，透露和老公已于美国登记结婚，目前工作行程满档，暂时没有怀孕生子的计划。,0
84,刘晓萌，2013年毕业自茗艺化妆学校（潍坊），勇夺2013年11月举办的山东化妆大赛新娘造型组和创意妆组的双料亚军，在她还没有毕业的情况下，力压济南和青岛众多化妆学校的资深老师（参赛选手），在一百多位实力强劲的参赛选手中勇夺总成绩前三名，山东省人民政府劳动厅破格给刘晓萌颁发了技师资格证（国家相关规定必须拥有高级化妆师资格证并年满十年工作经验才能具备报考技师证资格），这在潍坊乃至全山东的化妆师行业与影楼行业，尚属首例！ 茗艺时尚国际多次被腾讯网、新华网、人民日报海外版欧洲刊、新浪网、搜狐网、凤凰网和YOKA时尚网等著名媒体报道，并曾为吴克羣演唱会、山东综艺频道多个娱乐栏目、济南泉城形象大使选拔赛、国际风筝节开幕式和国际旅游 小姐 大赛中国赛区总决赛等大型晚会赛事提供独家化妆支持。 赢得了国内时尚界、影视界及化妆行业的好评与认可。,0
85,在九华山至今仍保留着一种奇特的殡葬习俗—坐缸。 在九华山，还有这样一支服务队，他们专门为 圆寂 的僧侣坐缸、封缸、开缸，朱国胜就是这支服务队的队长。 朱国胜介绍，在九华山至今仍保留着一种奇特的殡葬习俗—坐缸。,1
86,新华社记者魏培全摄图片来源：新华网3月24日，行人走过福州西湖周边被落叶覆盖的人行道。 近日，福州市环卫部门尝试在市区湖滨路、白马路等路段人行道开展“落叶不扫”试点，在减轻 环卫工人 工作压力的同时为城市增添诗意和浪漫。 福州地处亚热带，气候的特殊性让很多阔叶树在春季落叶，形成别样的城市景观。,1
87,马万祺 马万祺中新网5月27日电 杰出的社会活动家，著名的爱国人士，澳门工商界知名人士，中国共产党的亲密朋友，中国人民政治协商会议第八、九、十、十一届全国委员会副主席，中华文学基金会会长，澳门中华总商会永远会长，澳门大华行投资有限公司董事长马万祺先生，因病于2014年5月26日18时在北京 逝世 ，享年95岁。 马万祺简历：男，汉族，1919年10月生，广东广州人，大学学历，澳门东亚大学工商管理荣誉博士学位，暨南大学名誉博士。,1
88,随着神舟11号飞船的成功上天，人类对于宇宙的探索又得到了进一步提升——值得一提的是，从曾经的无人航天飞船，到第一代飞行员“杨利伟”等人，再到如今不仅仅载人，更有着运载一些高端电子产品进入外太空遨游33天。 同名为神舟，在神舟11号成功 升天 给千万家欢呼的同时，另一家民族品牌神舟电脑也在默默耕耘，给中国消费者以最实惠的价格享受高品质、高配置的用户体验。 或许后者并没有赢得广大人民爆发式的欢呼，但是能换来用户一句“好用”，也能够让神舟人感到欣慰。,0
89,中国青年网长治10月12日消息，日前，中国青年网报道“山西长治8岁女童疑遭 性侵 ”一事，引发关注。 12日，记者就此事联系涉事学校所在的长治市城区教育局，该局局长王政强称，此前曾和受害人家属沟通过，并对涉事学校进行整顿，在全区范围内加强师德教育。,1
90,总是女神范儿的江疏影，也是一个十足的表情帝呢，这嘟嘴卖萌的架势，毫不逊色。 白色连衣裙，美腿细腰，撩人无数，红色的 姨妈 唇色，优雅很多。 白色衬衫，深v的领口，富有设计感，脖子上的蝴蝶结蕴含了可爱风， 江疏影美得不只是她的大长腿，蓝色衬衫搭配高腰休闲裤，外搭蓝色呢大衣，穿衣风格值得大家效仿。,1
91,！ 一把过了它，别像我一样自己复习最后还是 挂了 ，（个人推荐 长理职陪 良心推荐好不! 老师好，教学方法也好，想知道我第二批考的时候考了多少吗？ 82分!!!! 还好我机智。,0
92,据台湾媒体报道，艺人昆凌1月和周杰伦（周董）在英国举行童话世界婚礼，至今仍令许多人印象深刻。 而她婚后怀孕传言满天飞，近日才刚结束英国、台北及澳洲3场喜宴，又在日本街头被网友捕捉到在大街和老公牵手步行的身影，还意外被拍到“侧面大肚”的身影，再度遭到外界怀疑肚皮 有喜 ，甚至有人断言“肯定有了！ ” 昆凌近日被网友拍到和周杰伦一起现身日本，身边没有其他亲友或是助理随行，疑似是小俩口单独约会。,1
93,据美国学术杂志《NewEnglandJournalofMedicine》发表，比起去健身房，观赏女性 胸部 更加健康。 发表研究结果的卡兰?威扎比博士称，“盯着女性胸部看10分钟的效果，相当于做30分钟的有氧健身操”。,1
94,统计数据显示，2014年“切实加强和改进德育工作”、“着力提高教师综合素质”和“加强教育系统政风行风学风建设”3个领域的教育事件数量，在网络舆情中处于前3位，而这些都与师德问题密切关联。 2014年媒体发布了与师德相关的56起新闻事件，体罚虐待26起、 性侵 19起、学术造假5起、师生恋两起，另有4起优秀教师事迹报道。 除优秀教师事迹报道外，其余均为与师德有关的负面报道。,1
95,广州市编“防狼手册”教女孩对 性侵 说“不”[高清版],1
96,优势4：免担保、免抵押，让您无后顾之忧！ 优势5：申请 方便 ，手续简单，最快3天提车！ 优势6：客服经理全程跟踪服务，只需一个电话，客服专员立马出现！,0
97,作为我国最东端的支线机场，抚远东极机场的开通改写了“中国东极”不通飞机的历史，对促进黑龙江东部地区经济发展及中俄经贸合作发挥重要作用。 “听说只要1个半小时就能到哈尔滨，真是 方便 极了。 ”作为首批见证和体验抚远东极机场通航的旅客，虽然不是第一次坐飞机，但蒋女士还是显得很兴奋。,0
98,对策遭折翅，谪居起吼声。 贤君皆 作古 ，玉貌己成空。 携友桃花处，邀云万里行！,1
99,1.范冰冰正在热播的《武则天》，让我们再次领略了范爷的美！ 果然颜好就是任性，不丰满怎么演好唐朝美女啊! 2. 李湘娱乐圈的“重量级”母女，李湘易 发福 ，女儿王诗龄也是小胖妞，长大再减肥也不迟啦! 3. 巩俐来自山东的巩俐有够大气的身材，虽然骨架大，但身材保持很好，而且更能凸显丰满和曲线，所以巩俐才在国际时尚圈前沿一直不过气。 4. 陈妍希陈妍希版的小龙女被吐槽是“史上最胖小龙女”，脸部易水肿，无论她说自己怎么努力减肥，好像都看不出有什么成效啊!还是乖乖的做一枚微胖的都市美女吧，别再糟蹋古装剧了! 5. 邓紫棋身材矮小，麒麟臂、小肚子、大象腿都是硬伤，不过她好像对自己这种身材很满意，无论外界怎么嘲讽，她依旧在微博天天晒吃。,1
