,Palabra clave,Texto editado,Es Eufemistico,Categoria,Fuente,Fuente de Origen (Bibliografia),Pais,Observations,,,,,,,,,,,,,,,,,,
46,Pronunciamiento militar,"La experiencia de haber sido derrocado y detenido influyó en el tono de su discurso de reaparición. 'Llamo a todos a la unidad nacional', aseguró y, a manera de prueba concreta de disposición al entendimiento, anunció que había aceptado la renuncia de la junta directiva de Petróleos de Venezuela, en lo que podría significar la solución al conflicto que incendió la pradera y desencadenó el “pronunciamiento militar” que desplazó a Chávez de la Presidencia, el pasado jueves.",1,Politica,REA (Corpes Siglo XXI),"Hernandez, Clodovaldo: «Chávez formula llamado a unidad». El Universal. Caracas: 2002",Venezuela,,,,,,,,,,,,,,,,,,,
47,Pronunciamiento militar,"Después del “pronunciamiento militar” del 73, una vez asignado a las estructuras de la DINA, rápidamente me gané el apodo de «Capitán Nico», por mi apariencia juvenil, casi impúber, mis vivaces ojos azules y mi remolino en el pelo. En realidad era un ser absolutamente apasionado ejerciendo su vocación. Los años no pasaban por mí.",1,Relato,REA (Corpes Siglo XXI),"Bizama, Gonzalo: «Nicolás koriolov, agente». Los cuentos del antipoder. Barcelona: Ediciones Oblicuas, 2011",Chile,,,,,,,,,,,,,,,,,,,
48,Pronunciamiento militar,"Urrutia indicó que ""no queremos que se resalte el gobierno de Allende, en el gobierno de Allende también se violaron los derechos humanos (...) Hubo varias personas que fallecieron durante ese gobierno por distintas razones, la división política que se produjo provocó el “pronunciamiento militar”, fue el peor gobierno de la historia de Chile"".",1,Politica,REA (Corpes Siglo XXI),"Núñez, María Paz: «Diputado UDI explica por qué presentó proyecto que sanciona ""enaltecer"" gobierno de Allende». La Tercera. Santiago de Chile: 2016-01-05.",Chile,,,,,,,,,,,,,,,,,,,
49,Pronunciamiento militar,"Hasta aquí un lector por demás ingenuo se preguntará si está frente a una obra religiosa; uno más advertido, percatándose del año, sospechará que puede tratarse de la guerra civil española ya que ésta cronológicamente se inicia el 18 de julio de 1936, con la extensión a la península del “pronunciamiento militar” del día anterior en Melilla.",1,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"«Angélica Corvetto-Fernández Universidad de Lund». Espéculo. Madrid: Facultad de Ciencias de la Información. Universidad Complutense de Madrid, 2002-06-03",España,,,,,,,,,,,,,,,,,,,
50,Pronunciamiento militar,"—Puede usted recurrir en París al conde de Orsi —dijo—. Acaba de cumplir su condena por el “pronunciamiento militar” de Boulogne, en el que me acompañó; se encuentra en quiebra, pero conserva excelentes relaciones con la banca inglesa.",1,Novela,REA (Corpes Siglo XXI),"Ramírez, Sergio: Mil y una muertes. México, D.F.: Penguin Random House Grupo Editorial, 2004",Nicaragua,,,,,,,,,,,,,,,,,,,
51,Apretarse el cinturón,"El propio caso del maestro, Monsieur Dieudoné Bithegue, era claro: funcionario del Estado, cada año veía cómo menguaba su parco salario al mismo ritmo en que aumentaban los precios de los artículos de consumo, sobre todo de los más necesarios para llevar una vida algo digna, y pasaba muchos meses sin cobrar su magro estipendio, con la misma inalterable excusa de que el Estado carecía de recursos para mantener a todos sus servidores y había que “apretarse el cinturón”.",1,Novela,REA (Corpes Siglo XXI),"Ndongo-Bidyogo, Donato: El metro. Barcelona: El Cobre Ediciones, 2007",Guinea Ecuatorial,,,,,,,,,,,,,,,,,,,
52,Apretarse el cinturón,"Lo primero que hay que tener claro es de qué tipo de recesión estamos hablando. Y la actual desde luego no es la recesión definida como crecimiento cero. Hay síntomas de estancamiento pero afecta de modo muy distinto a Europa, Estados Unidos o América Latina. Como receta general, para una recesión no demasiado fuerte como la que tiene lugar ahora, hay dos caminos claros: el primero “apretarse el cinturón” y el segundo controlar los cobros.",1,Politica-Economia,REA (Corpes Siglo XXI),IESE Business School (Universidad de Navarra)». El Pais. Montevideo: 2001-07-17,Uruguay,,,,,,,,,,,,,,,,,,,
53,Apretarse el cinturón,"El número de viviendas proyectadas y visadas por los arquitectos catalanes ha caído un 71,6% durante los seis primeros meses del año. Un descalabro todavía mayor si se tiene en cuenta que se compara con el primer semestre de 2007, cuando los visados ya bajaban un 15,6%. ""Podemos o no utilizar la palabra crisis, pero la caída es espectacular"", ha reconocido el vicedecano del Colegio de Arquitectos de Cataluña (COAC), Lluís Comerón, quien también ha explicado que no sólo los arquitectos sino el propio colegio ha puesto en marcha un plan para “apretarse el cinturón”, ante la caída de ingresos por visados que está sufriendo.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Blanchar, Clara: «Las viviendas proyectadas en Cataluña caen un 71,6% en el primer semestre». Madrid: 2008-07-02",España,,,,,,,,,,,,,,,,,,,
54,Apretarse el cinturón,"Cuando la sociedad todavía tenía cierto bienestar, cuando el hambre era algo que ocurría en lugares muy específicos y muy minoritarios de la República Argentina, y que se hablaba de las carencias por una cuestión de juego político, era aceptable que alguien hablara de simpatía o antipatía cuando se refería a planes económicos. Señores, hay que “apretarse el cinturón”, ""Señores, hay que pasar el invierno"", y todas esas cosas que nos dijeron durante muchísimos años y que, de alguna manera, tenían cierta funcionalidad y coherencia en un país donde el hambre no existía casi, donde la desocupación era muy baja y donde el analfabetismo era bajísimo.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Pinti, Enrique: Que no se vaya nadie sin devolver la guita. Buenos Aires: Editorial Sudamericana, 2003",Argentina,,,,,,,,,,,,,,,,,,,
55,Apretarse el cinturón,"De otro lado, esta temporada de fin de año es el momento propicio para que el propósito de ahorro no se quede como una de las intenciones al comerse las doce uvas el 31 de diciembre. Y aunque insista en que no le alcanza los ingresos para vivir, siempre habrá formas de “apretarse el cinturón” para enero y febrero, los mes de menor liquidez y más gastos.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Rojas T., Juan Fernando: «Claves para que diciembre no deje vacíos sus bolsillos». El Colombiano. Medellín: 2013-11-30",Colombia,,,,,,,,,,,,,,,,,,,
56,Apretarse el cinturón,"Es otro de los temas de mayor conflicto en una pareja. Las relaciones pasan por fases: desde momentos de mayor holgura económica a otros más complicados, donde hay que “apretarse el cinturón” y pasarlo mal. Muchas parejas se han roto tras una crisis económica importante o por discusiones sobre el uso del dinero. Ser austero, tacaño o tener gastos personales no comprendidos por el otro puede generar discusiones dañinas en el matrimonio.",1,Salud,REA (Corpes Siglo XXI),"Rojas Estapé, Marian: Encuentra tu persona vitamina. Barcelona: Espasa, 2021",España,,,,,,,,,,,,,,,,,,,
57,Apretarse el cinturón,"Reacciona ante la evidencia: vivimos tiempos de sequía y toca “apretarse el cinturón”, lo que significa que hay que cerrar el grifo. Toma nota y corre la voz: el agua es un tesoro y no podemos derrochar ni una sola gota.",1,Ciencia y Tecnologia,REA (Corpes Siglo XXI),«Ahorra agua sin esfuerzo». elmundo.es. Madrid: 2005-11-10.,España,,,,,,,,,,,,,,,,,,,
58,Apretarse el cinturón,"Para resolver esa debilidad había que “apretarse el cinturón” y hacer algunos ajustes, que en un corto plazo ocasionarían cierto dolor y pena social, pero a la larga tendría su impacto positivo. La República Dominicana ha tenido el coraje de hacer esos ajustes, entonces, probablemente en el corto plazo puede haber cierto dolor, pero se están resolviendo esos problemas de sostenibilidad.",1,Politica-Economia,REA (Corpes Siglo XXI),"Paniagua, Soila: «RD enfrentará contingencias». Hoy digital. Santo Domingo: 2001-10-03",Republica Dominicana,,,,,,,,,,,,,,,,,,,
59,Apretarse el cinturón,"López Obrador para generar mayor crecimiento económico y, con ese crecimiento, reducir la pobreza, generar desarrollo, empleo, y financiar una política de bienestar social. Por ejemplo, los países que han aplicado políticas de bienestar y programas sociales contra la desigualdad, tienen disponibles esos recursos porque tienen una recaudación elevada y no tienen que “apretarse el cinturón” para financiarlos.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Martínez, Paris: «Tres décadas de austeridad». Este País.` 2019-07.",Mexico,,,,,,,,,,,,,,,,,,,
60,Apretarse el cinturón,"¡Y qué bien se alimentan en esta casa! —dijo Francisca, ya sentada, inspeccionando la mesa—. No parece que hayan pasado por aquí los tiempos de “apretarse el cinturón…” Se trabaja, se busca, se inventa...",1,Novela,REA (Corpes Siglo XXI),"Ajón León, Alberto: ANCORA. La Habana: Editorial Letras Cubanas, 2003",Cuba,,,,,,,,,,,,,,,,,,,
61,Apretarse el cinturón,"Lo que más indigna a los iraníes es “apretarse el cinturón” en época de vacas gordas. En los últimos tres años, su país ha ingresado 220.000 millones de dólares (142.500 millones de euros al cambio actual) por las ventas de petróleo, una cifra equivalente a lo obtenido en los 16 años anteriores.",1,Politica-Economia-Justicia,REA (Corpes Siglo XXI),"Espinosa, Ángeles: «Venga a comprar a mi barrio». Madrid: 2008-05-11",España,,,,,,,,,,,,,,,,,,,
62,Apretarse el cinturón,"“Apretarse el cinturón” ante la crisis. Barack Obama ha propuesto recortar en un tercio las importaciones de petróleo de Estados Unidos para 2020. ""En un mundo revuelto"", dijo el presidente al presentar sus propuestas sobre seguridad energética, ""no hay soluciones rápidas"".",1,Ciencia y Tecnologia,REA (Corpes Siglo XXI),"Piquer, Isabel: «Obama pretende menos dependencia del petróleo». Madrid: 2011-03-30",España,,,,,,,,,,,,,,,,,,,
